taxon_key,koeder,n_videos,n_present,occurrence_rate,mean_maxn,median_maxn,std_maxn,max_maxn
species::bicolor (labroides bicolor),control,3,0,0.0,0.0,0.0,0.0,0.0
species::bicolor (labroides bicolor),fischmix,1,0,0.0,0.0,0.0,0.0,0.0
species::bicolor (labroides bicolor),mackerel,3,0,0.0,0.0,0.0,0.0,0.0
species::bicolor (labroides bicolor),sargassum,3,0,0.0,0.0,0.0,0.0,0.0
species::bicolor (labroides bicolor),ulva_gutweed,3,1,0.3333333333333333,0.6666666666666666,0.0,1.1547005383792517,2.0
species::bicolor (labroides bicolor),ulva_salad,4,0,0.0,0.0,0.0,0.0,0.0
species::bird wrasse (gomphosus caeruleus),control,3,3,1.0,1.6666666666666667,2.0,0.5773502691896257,2.0
species::bird wrasse (gomphosus caeruleus),fischmix,1,1,1.0,2.0,2.0,0.0,2.0
species::bird wrasse (gomphosus caeruleus),mackerel,3,3,1.0,2.0,2.0,1.0,3.0
species::bird wrasse (gomphosus caeruleus),sargassum,3,3,1.0,1.3333333333333333,1.0,0.5773502691896257,2.0
species::bird wrasse (gomphosus caeruleus),ulva_gutweed,3,3,1.0,1.3333333333333333,1.0,0.5773502691896257,2.0
species::bird wrasse (gomphosus caeruleus),ulva_salad,4,4,1.0,1.0,1.0,0.0,1.0
species::black saddled toby (canthigaster valentini),control,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::black saddled toby (canthigaster valentini),fischmix,1,0,0.0,0.0,0.0,0.0,0.0
species::black saddled toby (canthigaster valentini),mackerel,3,0,0.0,0.0,0.0,0.0,0.0
species::black saddled toby (canthigaster valentini),sargassum,3,2,0.6666666666666666,1.3333333333333333,1.0,1.5275252316519465,3.0
species::black saddled toby (canthigaster valentini),ulva_gutweed,3,0,0.0,0.0,0.0,0.0,0.0
species::black saddled toby (canthigaster valentini),ulva_salad,4,2,0.5,0.75,0.5,0.9574271077563381,2.0
species::black-backed (chaetodon melannotus),control,3,3,1.0,1.3333333333333333,1.0,0.5773502691896257,2.0
species::black-backed (chaetodon melannotus),fischmix,1,0,0.0,0.0,0.0,0.0,0.0
species::black-backed (chaetodon melannotus),mackerel,3,3,1.0,2.0,2.0,0.0,2.0
species::black-backed (chaetodon melannotus),sargassum,3,0,0.0,0.0,0.0,0.0,0.0
species::black-backed (chaetodon melannotus),ulva_gutweed,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::black-backed (chaetodon melannotus),ulva_salad,4,4,1.0,1.5,1.0,1.0,3.0
species::black-lipped (chaetodon kleinii),control,3,0,0.0,0.0,0.0,0.0,0.0
species::black-lipped (chaetodon kleinii),fischmix,1,0,0.0,0.0,0.0,0.0,0.0
species::black-lipped (chaetodon kleinii),mackerel,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::black-lipped (chaetodon kleinii),sargassum,3,0,0.0,0.0,0.0,0.0,0.0
species::black-lipped (chaetodon kleinii),ulva_gutweed,3,0,0.0,0.0,0.0,0.0,0.0
species::black-lipped (chaetodon kleinii),ulva_salad,4,1,0.25,0.25,0.0,0.5,1.0
species::blackeye (hemigymnus melapterus),control,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::blackeye (hemigymnus melapterus),fischmix,1,0,0.0,0.0,0.0,0.0,0.0
species::blackeye (hemigymnus melapterus),mackerel,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
species::blackeye (hemigymnus melapterus),sargassum,3,3,1.0,1.0,1.0,0.0,1.0
species::blackeye (hemigymnus melapterus),ulva_gutweed,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
species::blackeye (hemigymnus melapterus),ulva_salad,4,3,0.75,0.75,1.0,0.5,1.0
species::blue-green (chromis viridis),control,3,0,0.0,0.0,0.0,0.0,0.0
species::blue-green (chromis viridis),fischmix,1,1,1.0,14.0,14.0,0.0,14.0
species::blue-green (chromis viridis),mackerel,3,0,0.0,0.0,0.0,0.0,0.0
species::blue-green (chromis viridis),sargassum,3,0,0.0,0.0,0.0,0.0,0.0
species::blue-green (chromis viridis),ulva_gutweed,3,0,0.0,0.0,0.0,0.0,0.0
species::blue-green (chromis viridis),ulva_salad,4,0,0.0,0.0,0.0,0.0,0.0
species::blue-streak (labroides dimidiatus),control,3,0,0.0,0.0,0.0,0.0,0.0
species::blue-streak (labroides dimidiatus),fischmix,1,1,1.0,2.0,2.0,0.0,2.0
species::blue-streak (labroides dimidiatus),mackerel,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::blue-streak (labroides dimidiatus),sargassum,3,0,0.0,0.0,0.0,0.0,0.0
species::blue-streak (labroides dimidiatus),ulva_gutweed,3,0,0.0,0.0,0.0,0.0,0.0
species::blue-streak (labroides dimidiatus),ulva_salad,4,0,0.0,0.0,0.0,0.0,0.0
species::bluefin (caranx melampygus),control,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::bluefin (caranx melampygus),fischmix,1,1,1.0,7.0,7.0,0.0,7.0
species::bluefin (caranx melampygus),mackerel,3,2,0.6666666666666666,1.0,1.0,1.0,2.0
species::bluefin (caranx melampygus),sargassum,3,0,0.0,0.0,0.0,0.0,0.0
species::bluefin (caranx melampygus),ulva_gutweed,3,0,0.0,0.0,0.0,0.0,0.0
species::bluefin (caranx melampygus),ulva_salad,4,1,0.25,0.25,0.0,0.5,1.0
species::brown pigmy (centropyge multispinis),control,3,3,1.0,2.0,2.0,1.0,3.0
species::brown pigmy (centropyge multispinis),fischmix,1,1,1.0,2.0,2.0,0.0,2.0
species::brown pigmy (centropyge multispinis),mackerel,3,2,0.6666666666666666,1.6666666666666667,1.0,2.0816659994661326,4.0
species::brown pigmy (centropyge multispinis),sargassum,3,3,1.0,2.6666666666666665,2.0,1.1547005383792515,4.0
species::brown pigmy (centropyge multispinis),ulva_gutweed,3,3,1.0,2.3333333333333335,3.0,1.1547005383792515,3.0
species::brown pigmy (centropyge multispinis),ulva_salad,4,4,1.0,2.5,2.5,1.2909944487358056,4.0
species::brown tang (zebrasoma scopas),control,3,3,1.0,2.0,2.0,1.0,3.0
species::brown tang (zebrasoma scopas),fischmix,1,1,1.0,3.0,3.0,0.0,3.0
species::brown tang (zebrasoma scopas),mackerel,3,3,1.0,6.0,6.0,2.0,8.0
species::brown tang (zebrasoma scopas),sargassum,3,3,1.0,1.6666666666666667,1.0,1.1547005383792517,3.0
species::brown tang (zebrasoma scopas),ulva_gutweed,3,3,1.0,3.0,3.0,1.0,4.0
species::brown tang (zebrasoma scopas),ulva_salad,4,4,1.0,2.25,2.0,1.2583057392117916,4.0
species::bullethead (chlorurus sordidus),control,3,2,0.6666666666666666,1.6666666666666667,2.0,1.5275252316519468,3.0
species::bullethead (chlorurus sordidus),fischmix,1,1,1.0,2.0,2.0,0.0,2.0
species::bullethead (chlorurus sordidus),mackerel,3,2,0.6666666666666666,2.3333333333333335,1.0,3.214550253664318,6.0
species::bullethead (chlorurus sordidus),sargassum,3,3,1.0,2.3333333333333335,2.0,0.5773502691896258,3.0
species::bullethead (chlorurus sordidus),ulva_gutweed,3,3,1.0,3.0,3.0,1.0,4.0
species::bullethead (chlorurus sordidus),ulva_salad,4,4,1.0,2.5,2.5,1.2909944487358056,4.0
species::checkerboard (halichoeres hortulanus),control,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
species::checkerboard (halichoeres hortulanus),fischmix,1,0,0.0,0.0,0.0,0.0,0.0
species::checkerboard (halichoeres hortulanus),mackerel,3,3,1.0,1.0,1.0,0.0,1.0
species::checkerboard (halichoeres hortulanus),sargassum,3,3,1.0,1.3333333333333333,1.0,0.5773502691896257,2.0
species::checkerboard (halichoeres hortulanus),ulva_gutweed,3,3,1.0,1.0,1.0,0.0,1.0
species::checkerboard (halichoeres hortulanus),ulva_salad,4,3,0.75,0.75,1.0,0.5,1.0
species::chevroned (chaetodon trifascialis),control,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::chevroned (chaetodon trifascialis),fischmix,1,0,0.0,0.0,0.0,0.0,0.0
species::chevroned (chaetodon trifascialis),mackerel,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::chevroned (chaetodon trifascialis),sargassum,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::chevroned (chaetodon trifascialis),ulva_gutweed,3,3,1.0,1.0,1.0,0.0,1.0
species::chevroned (chaetodon trifascialis),ulva_salad,4,3,0.75,0.75,1.0,0.5,1.0
species::disappearing (pseudocheilinus evanidus),control,3,3,1.0,1.3333333333333333,1.0,0.5773502691896257,2.0
species::disappearing (pseudocheilinus evanidus),fischmix,1,0,0.0,0.0,0.0,0.0,0.0
species::disappearing (pseudocheilinus evanidus),mackerel,3,1,0.3333333333333333,1.3333333333333333,0.0,2.3094010767585034,4.0
species::disappearing (pseudocheilinus evanidus),sargassum,3,1,0.3333333333333333,0.6666666666666666,0.0,1.1547005383792517,2.0
species::disappearing (pseudocheilinus evanidus),ulva_gutweed,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
species::disappearing (pseudocheilinus evanidus),ulva_salad,4,2,0.5,1.0,1.0,1.1547005383792515,2.0
species::eclipse (chaetodon bennetti),control,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::eclipse (chaetodon bennetti),fischmix,1,1,1.0,2.0,2.0,0.0,2.0
species::eclipse (chaetodon bennetti),mackerel,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
